#{"t_start": 1768807640.9609017, "env_id": "None"}
r,l,t
35.438276,10,846.878397
29.814723,28,847.378897
38.940906,24,847.895897
41.308389,20,848.582397
30.083244,10,848.748897
67.666337,37,849.128897
68.535709,29,849.338397
70.2375,30,849.702397
35.769542,12,849.884897
25.884451,8,850.051438
47.71524,24,850.415438
57.359307,37,851.268938
128.666382,68,852.194938
90.397191,63,852.954484
30.23885,16,853.291985
36.182699,19,853.635484
164.278054,92,854.931484
202.138138,111,856.397985
296.20042,167,857.916984
178.573586,114,859.510984
31.590594,10,859.844484
94.956178,58,860.683484
107.703323,44,862.011984
115.127039,60,863.205984
41.513845,15,863.531984
136.20493,86,869.317523
127.396434,75,870.369022
100.816764,52,871.541022
157.63472,87,872.651522
94.645968,74,873.566522
50.531466,20,873.908522
145.462033,75,874.668068
58.657005,40,875.221567
59.306113,27,875.414569
182.606968,149,877.469567
36.812319,16,877.788068
62.864745,43,878.003569
131.699181,75,878.457568
41.9234,15,878.952069
33.68713,18,879.141068
150.88062,73,880.572068
147.424225,121,881.723568
44.959322,18,881.909068
44.77536,21,882.276068
279.227401,239,884.922067
60.983537,30,885.595069
115.162427,65,886.483568
82.91186,50,887.190568
183.09954,104,888.628068
60.912807,61,889.191068
51.274124,24,889.388068
248.431464,100,890.292568
49.063275,29,890.489569
43.136831,20,890.837568
179.350893,140,891.715611
30.792216,16,892.062108
104.892943,71,892.984609
31.31125,10,893.15961
29.779422,18,893.678608
46.008157,22,894.018609
295.225988,134,899.416614
84.803221,36,899.962615
116.788392,66,901.062115
33.081887,17,901.250117
70.729491,41,901.939614
23.801593,12,902.263614
56.623707,39,902.808614
259.60969,129,904.500614
171.769748,91,905.139115
49.08155,20,905.473114
36.716818,16,906.132618
226.823105,106,907.291618
362.284255,198,909.062617
35.937037,13,909.243117
82.686978,43,909.792617
198.673449,99,910.731617
54.178977,22,911.092118
28.199179,9,911.263618
28.133329,11,911.428618
47.328146,24,911.630117
44.645005,26,911.987118
96.984636,62,913.095667
79.855816,132,915.200167
39.767821,22,915.705667
286.545758,174,916.921167
221.597206,143,918.989668
35.920049,12,919.324167
156.778241,99,920.595667
70.557816,29,921.118169
24.301175,13,921.458167
77.648839,33,921.835667
126.714096,62,922.760167
33.97042,17,923.118167
53.974861,31,923.642667
123.692484,68,924.557207
154.783951,100,930.490706
35.490949,25,930.847207
225.603365,108,932.127207
116.356077,51,932.869207
35.353158,15,933.229707
32.772402,21,933.577707
70.430698,30,934.113708
84.396384,45,934.699747
33.387829,22,935.085748
36.707973,16,935.286748
230.473919,105,936.619747
267.57839,124,937.695247
36.977991,14,937.890247
49.796706,21,938.221247
172.164384,64,939.164747
78.370503,30,939.563747
34.76037,18,939.750248
89.89698,42,940.660747
108.795818,52,945.643747
71.10206,33,946.135748
36.527157,11,946.470748
33.0604,15,946.655747
26.723693,76,947.783247
222.926969,113,949.220285
83.447871,48,950.099288
37.189254,14,950.296285
54.863733,25,950.852785
97.118199,53,951.427826
65.825374,36,951.842323
180.995784,98,952.991357
284.503726,144,954.004862
172.041835,75,955.194862
86.95338,45,955.601862
76.354686,30,955.802363
36.939267,21,955.999395
50.123376,22,956.521901
29.712162,12,956.707901
44.617106,18,957.049401
89.021694,50,957.618902
213.240082,119,958.785409
85.027239,42,959.322909
435.02724,223,966.823912
163.171117,86,967.118912
239.75855,121,969.399412
75.959647,31,969.936412
40.708364,17,970.106954
70.368543,29,970.302953
78.118229,32,970.516953
89.752331,47,971.725953
118.041168,50,972.589953
55.516431,38,973.142991
210.127314,107,974.729491
31.34934,43,975.556491
32.674598,13,975.715991
145.792916,82,976.833491
47.815392,20,977.201491
50.55711,25,977.80549
